iter	Passed	Remaining
463	777	897
464	778	895
465	780	894
466	782	892
467	783	891
468	785	889
469	787	887
470	788	885
471	790	884
472	792	882
473	793	880
474	795	879
475	797	878
476	799	876
477	800	874
478	802	872
479	805	872
480	806	870
481	808	869
482	810	867
483	812	866
484	814	864
485	815	862
486	817	860
487	819	859
488	821	858
489	823	856
490	824	855
491	826	853
492	828	851
493	829	849
494	831	848
495	833	846
496	835	845
497	837	843
498	839	842
499	841	841
500	843	839
501	845	838
502	847	837
503	849	836
504	851	834
505	853	833
506	855	831
507	856	829
508	859	828
509	861	827
510	862	825
511	864	823
512	865	822
513	867	820
514	868	818
515	870	816
516	872	814
517	875	814
518	876	812
519	878	810
520	879	808
521	881	807
522	883	805
523	884	803
524	885	801
525	887	799
526	888	797
527	890	796
528	891	793
529	892	791
530	894	789
531	895	787
532	896	785
533	897	783
534	899	781
535	900	779
536	901	777
537	902	774
538	903	773
539	905	771
540	906	769
541	907	767
542	908	765
543	910	762
544	912	761
545	913	759
546	915	757
547	916	755
548	917	753
549	919	752
550	920	750
551	921	748
552	922	746
553	924	744
554	926	742
555	927	740
556	929	738
557	930	737
558	934	737
559	936	736
560	939	734
561	941	733
562	942	731
563	944	730
564	946	728
565	948	727
566	950	725
567	951	723
568	953	722
569	954	720
570	956	718
571	958	716
572	959	715
573	961	713
574	964	712
575	966	711
576	969	710
577	971	709
578	974	708
579	976	707
580	980	707
581	983	706
582	985	704
583	989	705
584	992	704
585	995	703
586	997	701
587	999	700
588	1001	698
589	1005	698
590	1006	696
591	1010	696
592	1012	694
593	1014	693
594	1015	691
595	1017	689
596	1019	688
597	1021	686
598	1025	686
599	1030	687
600	1032	685
601	1034	684
602	1036	682
603	1040	681
604	1043	681
605	1044	679
606	1046	677
607	1047	675
608	1049	673
609	1051	672
610	1053	670
611	1054	668
612	1057	667
613	1060	666
614	1061	664
615	1063	662
616	1064	661
617	1066	659
618	1067	657
619	1069	655
620	1071	654
621	1073	652
622	1075	650
623	1077	648
624	1078	647
625	1080	645
626	1081	643
627	1083	641
628	1086	640
629	1088	639
630	1090	637
631	1091	635
632	1092	633
633	1094	631
634	1095	629
635	1097	628
636	1098	626
637	1101	624
638	1103	623
639	1104	621
640	1106	619
641	1107	617
642	1108	615
643	1110	613
644	1111	611
645	1112	609
646	1113	607
647	1115	605
648	1117	604
649	1118	602
650	1119	600
651	1120	598
652	1121	596
653	1123	594
654	1124	592
655	1125	590
656	1126	588
657	1127	586
658	1128	584
659	1130	582
660	1132	580
661	1133	578
662	1134	576
663	1135	574
664	1137	572
665	1138	571
666	1139	569
667	1141	567
668	1142	565
669	1143	563
670	1146	562
671	1147	560
672	1149	558
673	1150	556
674	1152	554
675	1153	553
676	1155	551
677	1156	549
678	1157	547
679	1158	545
680	1162	544
681	1164	542
682	1165	541
683	1167	539
684	1168	537
685	1169	535
686	1170	533
687	1172	531
688	1173	529
689	1175	527
690	1176	526
691	1177	524
692	1179	522
693	1180	520
694	1181	518
695	1182	516
696	1183	514
697	1184	512
698	1185	510
699	1187	508
700	1188	506
701	1190	505
702	1192	503
703	1193	501
704	1194	500
705	1196	498
706	1198	496
707	1200	495
708	1202	493
709	1203	491
710	1205	490
711	1207	488
712	1209	486
713	1210	484
714	1212	483
715	1214	481
716	1215	479
717	1217	478
718	1218	476
719	1221	474
720	1223	473
721	1224	471
722	1226	469
723	1227	467
724	1228	466
725	1230	464
726	1231	462
727	1233	460
728	1235	459
729	1237	457
730	1238	455
731	1240	454
732	1241	452
733	1243	450
734	1244	448
735	1246	447
736	1247	445
737	1249	443
738	1251	442
739	1253	440
740	1254	438
741	1255	436
742	1257	434
743	1258	433
744	1260	431
745	1261	429
746	1263	427
747	1265	426
748	1266	424
749	1268	422
750	1270	421
751	1272	419
752	1273	417
753	1275	416
754	1276	414
755	1278	412
756	1280	411
757	1282	409
758	1284	407
759	1286	406
760	1287	404
761	1289	402
762	1292	401
763	1298	401
764	1300	399
765	1302	397
766	1304	396
767	1306	394
768	1308	392
769	1310	391
770	1312	389
771	1313	388
772	1315	386
773	1317	384
774	1319	383
775	1321	381
776	1322	379
777	1324	377
778	1326	376
779	1327	374
780	1329	372
781	1331	371
782	1332	369
783	1334	367
784	1335	365
785	1337	364
786	1338	362
787	1340	360
788	1342	358
789	1343	357
790	1344	355
791	1345	353
792	1346	351
793	1348	349
794	1349	347
795	1350	346
796	1352	344
797	1353	342
798	1354	340
799	1356	339
800	1357	337
801	1358	335
802	1359	333
803	1360	331
804	1361	329
805	1363	328
806	1364	326
807	1365	324
808	1366	322
809	1367	320
810	1369	319
811	1370	317
812	1372	315
813	1373	313
814	1374	312
815	1375	310
816	1376	308
817	1377	306
818	1379	304
819	1380	302
820	1381	301
821	1382	299
822	1384	297
823	1385	295
824	1386	294
825	1387	292
826	1389	290
827	1390	288
828	1391	287
829	1393	285
830	1394	283
831	1395	281
832	1396	280
833	1398	278
834	1399	276
835	1401	274
836	1402	273
837	1403	271
838	1404	269
839	1405	267
840	1406	265
841	1407	264
842	1409	262
843	1410	260
844	1411	258
845	1412	257
846	1414	255
847	1415	253
848	1416	251
849	1417	250
850	1419	248
851	1421	246
852	1423	245
853	1424	243
854	1426	241
855	1427	240
856	1428	238
857	1429	236
858	1430	234
859	1432	233
860	1433	231
861	1434	229
862	1435	227
863	1436	226
864	1437	224
865	1438	222
866	1440	220
867	1441	219
868	1442	217
869	1443	215
870	1445	214
871	1446	212
872	1447	210
873	1448	208
874	1449	207
875	1451	205
876	1452	203
877	1453	201
878	1454	200
879	1455	198
880	1456	196
881	1458	195
882	1459	193
883	1460	191
884	1462	189
885	1463	188
886	1464	186
887	1465	184
888	1466	183
889	1467	181
890	1468	179
891	1469	177
892	1470	176
893	1473	174
894	1474	172
895	1475	171
896	1476	169
897	1477	167
898	1478	166
899	1480	164
900	1481	162
901	1482	161
902	1483	159
903	1484	157
904	1485	155
905	1487	154
906	1488	152
907	1490	150
908	1491	149
909	1492	147
910	1493	145
911	1494	144
912	1496	142
913	1497	140
914	1498	139
915	1499	137
916	1501	135
917	1503	134
918	1505	132
919	1506	131
920	1507	129
921	1509	127
922	1510	126
923	1512	124
924	1513	122
925	1515	121
926	1517	119
927	1518	117
928	1520	116
929	1521	114
930	1523	112
931	1524	111
932	1526	109
933	1527	107
934	1529	106
935	1530	104
936	1532	103
937	1534	101
938	1536	99
939	1537	98
940	1539	96
941	1540	94
942	1542	93
943	1543	91
944	1545	89
945	1549	88
946	1550	86
947	1553	85
948	1554	83
949	1556	81
950	1557	80
951	1559	78
952	1561	76
953	1563	75
954	1565	73
955	1566	72
956	1568	70
957	1569	68
958	1571	67
959	1572	65
960	1574	63
961	1575	62
962	1577	60
963	1579	58
964	1581	57
965	1583	55
966	1584	54
967	1587	52
968	1589	50
969	1590	49
970	1592	47
971	1594	45
972	1596	44
973	1597	42
974	1599	41
975	1601	39
976	1603	37
977	1604	36
978	1606	34
979	1608	32
980	1609	31
981	1611	29
982	1613	27
983	1614	26
984	1616	24
985	1617	22
986	1619	21
987	1620	19
988	1623	18
989	1625	16
990	1627	14
991	1629	13
992	1631	11
993	1632	9
994	1634	8
995	1635	6
996	1638	4
997	1640	3
998	1641	1
999	1643	0
